src_domain,tgt_domain,weight,log_weight,is_bridge
digitalspy.co.uk,facebook.com,132.0,4.890349,False
downwithtyranny.blogspot.com,facebook.com,2.0,1.098612,False
djtechnocrat.blogspot.com,facebook.com,13.0,2.639057,False
examiner.com,facebook.com,7.0,2.079442,False
circleof13.blogspot.com,facebook.com,6.0,1.94591,False
evolvehappy.com,facebook.com,4.0,1.609438,False
capitalfax.blogspot.com,facebook.com,10.0,2.397895,False
concurringopinions.com,facebook.com,2.0,1.098612,False
althouse.blogspot.com,facebook.com,2.0,1.098612,False
cinie.wordpress.com,facebook.com,5.0,1.791759,False
buckmire.blogspot.com,facebook.com,5.0,1.791759,False
breitbart.com,facebook.com,3.0,1.386294,False
angrybear.blogspot.com,feedproxy.google.com,5.0,1.791759,False
babbazeesbrain.blogspot.com,feedproxy.google.com,2.0,1.098612,False
d-day.blogspot.com,feedproxy.google.com,64.0,4.174387,False
blog.openitstrategies.com,feedproxy.google.com,2.0,1.098612,False
blogger.com,feedproxy.google.com,1031.0,6.939254,False
arstechnica.com,feedproxy.google.com,2.0,1.098612,False
businessweek.com,feedproxy.google.com,3.0,1.386294,False
blog.wired.com,feedproxy.google.com,2.0,1.098612,False
bbc.co.uk,feedproxy.google.com,3.0,1.386294,False
facebook.com,feedproxy.google.com,29.0,3.401197,False
en.wikipedia.org,feedproxy.google.com,111.0,4.718499,False
del.icio.us,feedproxy.google.com,37.0,3.637586,False
3.bp.blogspot.com,feedproxy.google.com,79.0,4.382027,False
amazon.com,feedproxy.google.com,463.0,6.139885,False
4.bp.blogspot.com,feedproxy.google.com,99.0,4.60517,False
examiner.com,feedproxy.google.com,3.0,1.386294,False
apple.com,feedproxy.google.com,7.0,2.079442,False
abcnews.go.com,feedproxy.google.com,3.0,1.386294,False
blogs.zdnet.com,feedproxy.google.com,6.0,1.94591,False
boston.com,feedproxy.google.com,8.0,2.197225,False
2.bp.blogspot.com,feedproxy.google.com,102.0,4.634729,False
chron.com,feedproxy.google.com,2.0,1.098612,False
1.bp.blogspot.com,feedproxy.google.com,92.0,4.532599,False
alternet.org,feedproxy.google.com,3.0,1.386294,False
economist.com,feedproxy.google.com,2.0,1.098612,False
digg.com,feedproxy.google.com,33.0,3.526361,False
cbsnews.com,feedproxy.google.com,3.0,1.386294,False
eonline.com,feeds.gawker.com,22.0,3.135494,False
edition.cnn.com,feeds.gawker.com,2.0,1.098612,False
breitbart.com,feeds.gawker.com,9.0,2.302585,False
deadspin.com,feeds.gawker.com,36.0,3.610918,False
dailymail.co.uk,feeds.gawker.com,59.0,4.094345,False
blogs.zdnet.com,feeds.gawker.com,3.0,1.386294,False
economist.com,feeds.gawker.com,2.0,1.098612,False
blog.wired.com,feeds.gawker.com,11.0,2.484907,False
boston.com,feeds.gawker.com,9.0,2.302585,False
businessweek.com,feeds.gawker.com,3.0,1.386294,False
abcnews.go.com,feeds.gawker.com,7.0,2.079442,False
amazon.com,feeds.gawker.com,25.0,3.258097,False
corner.nationalreview.com,feeds.gawker.com,2.0,1.098612,False
en.wikipedia.org,feeds.gawker.com,53.0,3.988984,False
blogs.abcnews.com,feeds.gawker.com,3.0,1.386294,False
chron.com,feeds.gawker.com,2.0,1.098612,False
blogs.wsj.com,feeds.gawker.com,4.0,1.609438,False
engadget.com,feeds.gawker.com,20.0,3.044522,False
chicagotribune.com,feeds.gawker.com,3.0,1.386294,False
cnn.com,feeds.gawker.com,28.0,3.367296,False
apple.com,feeds.gawker.com,2.0,1.098612,False
arstechnica.com,feeds.gawker.com,15.0,2.772589,False
cbsnews.com,feeds.gawker.com,3.0,1.386294,False
facebook.com,feeds.gawker.com,8.0,2.197225,False
deadspin.com,feeds.gothamistllc.com,11.0,2.484907,False
en.wikipedia.org,feeds.gothamistllc.com,402.0,5.998937,False
economist.com,feeds.gothamistllc.com,2.0,1.098612,False
amazon.com,feeds.gothamistllc.com,193.0,5.267858,False
arstechnica.com,feeds.gothamistllc.com,3.0,1.386294,False
bbc.co.uk,feeds.gothamistllc.com,12.0,2.564949,False
cdc.gov,feeds.gothamistllc.com,31.0,3.465736,False
cnn.com,feeds.gothamistllc.com,36.0,3.610918,False
blogs.wsj.com,feeds.gothamistllc.com,7.0,2.079442,False
chron.com,feeds.gothamistllc.com,51.0,3.951244,False
chicagotribune.com,feeds.gothamistllc.com,161.0,5.087596,False
4.bp.blogspot.com,feeds.gothamistllc.com,3.0,1.386294,False
cbc.ca,feeds.gothamistllc.com,9.0,2.302585,False
abcnews.go.com,feeds.gothamistllc.com,25.0,3.258097,False
del.icio.us,feeds.gothamistllc.com,2633.0,7.876259,False
blog.wired.com,feeds.gothamistllc.com,82.0,4.418841,False
1.bp.blogspot.com,feeds.gothamistllc.com,2.0,1.098612,False
dailymail.co.uk,feeds.gothamistllc.com,12.0,2.564949,False
eonline.com,feeds.gothamistllc.com,5.0,1.791759,False
bloomberg.com,feeds.gothamistllc.com,33.0,3.526361,False
dailykos.com,feeds.gothamistllc.com,2.0,1.098612,False
businessweek.com,feeds.gothamistllc.com,2.0,1.098612,False
edition.cnn.com,feeds.gothamistllc.com,4.0,1.609438,False
cbsnews.com,feeds.gothamistllc.com,10.0,2.397895,False
digg.com,feeds.gothamistllc.com,3168.0,8.061171,False
engadget.com,feeds.gothamistllc.com,2.0,1.098612,False
examiner.com,feeds.gothamistllc.com,4.0,1.609438,False
facebook.com,feeds.gothamistllc.com,3235.0,8.082093,False
boston.com,feeds.gothamistllc.com,152.0,5.030438,False
blogs.abcnews.com,feeds.gothamistllc.com,2.0,1.098612,False
concurringopinions.com,finance.yahoo.com,3.0,1.386294,False
chacha.com,finance.yahoo.com,21.0,3.091042,False
cinie.wordpress.com,finance.yahoo.com,7.0,2.079442,False
djtechnocrat.blogspot.com,finance.yahoo.com,2.0,1.098612,False
blog.openitstrategies.com,finance.yahoo.com,46.0,3.850148,False
danceswithanxiety.blogspot.com,finance.yahoo.com,2.0,1.098612,False
arstechnica.com,finance.yahoo.com,2.0,1.098612,False
feedproxy.google.com,finance.yahoo.com,11.0,2.484907,False
blog.wired.com,finance.yahoo.com,3.0,1.386294,False
angrybear.blogspot.com,finance.yahoo.com,18.0,2.944439,False
cbsnews.com,finance.yahoo.com,2.0,1.098612,False
blogs.zdnet.com,finance.yahoo.com,62.0,4.143135,False
feeds.gawker.com,finance.yahoo.com,4.0,1.609438,False
d-day.blogspot.com,finance.yahoo.com,6.0,1.94591,False
breitbart.com,finance.yahoo.com,4.0,1.609438,False
businessweek.com,finance.yahoo.com,9.0,2.302585,False
buckmire.blogspot.com,finance.yahoo.com,2.0,1.098612,False
crooksandliars.com,firstread.msnbc.msn.com,2.0,1.098612,False
classicalvalues.com,firstread.msnbc.msn.com,5.0,1.791759,False
cinie.wordpress.com,firstread.msnbc.msn.com,76.0,4.343805,False
blogs.wsj.com,firstread.msnbc.msn.com,5.0,1.791759,False
d-day.blogspot.com,firstread.msnbc.msn.com,42.0,3.7612,False
capitalfax.blogspot.com,firstread.msnbc.msn.com,10.0,2.397895,False
danceswithanxiety.blogspot.com,firstread.msnbc.msn.com,4.0,1.609438,False
cujo359.blogspot.com,firstread.msnbc.msn.com,3.0,1.386294,False
downwithtyranny.blogspot.com,firstread.msnbc.msn.com,11.0,2.484907,False
babbazeesbrain.blogspot.com,firstread.msnbc.msn.com,11.0,2.484907,False
blog.badtux.net,firstread.msnbc.msn.com,3.0,1.386294,False
dumpbachmann.blogspot.com,firstread.msnbc.msn.com,2.0,1.098612,False
buckmire.blogspot.com,firstread.msnbc.msn.com,3.0,1.386294,False
blogs.abcnews.com,firstread.msnbc.msn.com,9.0,2.302585,False
examiner.com,firstread.msnbc.msn.com,3.0,1.386294,False
amazon.com,firstread.msnbc.msn.com,3.0,1.386294,False
chron.com,firstread.msnbc.msn.com,6.0,1.94591,False
corner.nationalreview.com,firstread.msnbc.msn.com,3.0,1.386294,False
boston.com,firstread.msnbc.msn.com,296.0,5.693732,False
breitbart.com,firstread.msnbc.msn.com,4.0,1.609438,False
bloomberg.com,firstread.msnbc.msn.com,38.0,3.663562,False
chicagotribune.com,firstread.msnbc.msn.com,16.0,2.833213,False
abcnews.go.com,firstread.msnbc.msn.com,4.0,1.609438,False
dailykos.com,firstread.msnbc.msn.com,9.0,2.302585,False
cbsnews.com,firstread.msnbc.msn.com,8.0,2.197225,False
cnn.com,firstread.msnbc.msn.com,6.0,1.94591,False
buckmire.blogspot.com,fivethirtyeight.com,11.0,2.484907,False
cajunboyinthecity.blogspot.com,fivethirtyeight.com,4.0,1.609438,False
d-day.blogspot.com,fivethirtyeight.com,41.0,3.73767,False
chron.com,fivethirtyeight.com,4.0,1.609438,False
danceswithanxiety.blogspot.com,fivethirtyeight.com,9.0,2.302585,False
capitalfax.blogspot.com,fivethirtyeight.com,3.0,1.386294,False
alterdestiny.blogspot.com,fivethirtyeight.com,5.0,1.791759,False
cujo359.blogspot.com,fivethirtyeight.com,5.0,1.791759,False
concurringopinions.com,fivethirtyeight.com,2.0,1.098612,False
angrybear.blogspot.com,fivethirtyeight.com,2.0,1.098612,False
downwithtyranny.blogspot.com,fivethirtyeight.com,8.0,2.197225,False
alternet.org,fivethirtyeight.com,10.0,2.397895,False
crooksandliars.com,fivethirtyeight.com,6.0,1.94591,False
en.wikipedia.org,fivethirtyeight.com,847.0,6.742881,False
firstread.msnbc.msn.com,fivethirtyeight.com,22.0,3.135494,False
economist.com,fivethirtyeight.com,2.0,1.098612,False
cnn.com,fivethirtyeight.com,73.0,4.304065,False
cbsnews.com,fivethirtyeight.com,31.0,3.465736,False
edition.cnn.com,fivethirtyeight.com,4.0,1.609438,False
boston.com,fivethirtyeight.com,3.0,1.386294,False
dailykos.com,fivethirtyeight.com,140.0,4.94876,False
blogger.com,fivethirtyeight.com,81.0,4.406719,False
cdc.gov,fivethirtyeight.com,6.0,1.94591,False
blogs.abcnews.com,fivethirtyeight.com,20.0,3.044522,False
breitbart.com,fivethirtyeight.com,8.0,2.197225,False
corner.nationalreview.com,fivethirtyeight.com,8.0,2.197225,False
blogs.wsj.com,fivethirtyeight.com,18.0,2.944439,False
abcnews.go.com,fivethirtyeight.com,26.0,3.295837,False
bloomberg.com,fivethirtyeight.com,11.0,2.484907,False
chicagotribune.com,fivethirtyeight.com,4.0,1.609438,False
amazon.com,fivethirtyeight.com,31.0,3.465736,False
blog.openitstrategies.com,flickr.com,9.0,2.302585,False
djtechnocrat.blogspot.com,flickr.com,13.0,2.639057,False
cajunboyinthecity.blogspot.com,flickr.com,6.0,1.94591,False
feeds.gothamistllc.com,flickr.com,1920.0,7.560601,False
boston.com,flickr.com,13.0,2.639057,False
eonline.com,flickr.com,3.0,1.386294,False
dailymail.co.uk,flickr.com,4.0,1.609438,False
althouse.blogspot.com,flickr.com,20.0,3.044522,False
evolvehappy.com,flickr.com,555.0,6.320768,False
feedproxy.google.com,flickr.com,65.0,4.189655,False
cbc.ca,flickr.com,3.0,1.386294,False
classicalvalues.com,flickr.com,4.0,1.609438,False
digitalspy.co.uk,flickr.com,285.0,5.655992,False
examiner.com,flickr.com,6.0,1.94591,False
feeds.gawker.com,flickr.com,69.0,4.248495,False
babbazeesbrain.blogspot.com,flickr.com,3.0,1.386294,False
circleof13.blogspot.com,flickr.com,6.0,1.94591,False
engadget.com,flickr.com,3.0,1.386294,False
bbc.co.uk,flickr.com,6.0,1.94591,False
dumpbachmann.blogspot.com,flickr.com,1029.0,6.937314,False
atlasshrugs2000.typepad.com,flickr.com,3.0,1.386294,False
alterdestiny.blogspot.com,flickr.com,2.0,1.098612,False
cujo359.blogspot.com,flickr.com,15.0,2.772589,False
concurringopinions.com,flickr.com,13.0,2.639057,False
capitalfax.blogspot.com,flickr.com,5.0,1.791759,False
buckmire.blogspot.com,flickr.com,6.0,1.94591,False
blog.wired.com,flickr.com,118.0,4.779123,False
danceswithanxiety.blogspot.com,flickr.com,2.0,1.098612,False
chacha.com,flickr.com,3.0,1.386294,False
amazon.com,flickr.com,64.0,4.174387,False
d-day.blogspot.com,flickr.com,2.0,1.098612,False
blog.badtux.net,flickr.com,6.0,1.94591,False
en.wikipedia.org,flickr.com,7.0,2.079442,False
facebook.com,flickr.com,11.0,2.484907,False
blogs.abcnews.com,forbes.com,4.0,1.609438,False
digitalspy.co.uk,forbes.com,2.0,1.098612,False
chicagotribune.com,forbes.com,2.0,1.098612,False
blog.openitstrategies.com,forbes.com,110.0,4.70953,False
blog.badtux.net,forbes.com,13.0,2.639057,False
feeds.gothamistllc.com,forbes.com,10.0,2.397895,False
bloomberg.com,forbes.com,3.0,1.386294,False
downwithtyranny.blogspot.com,forbes.com,7.0,2.079442,False
boston.com,forbes.com,4.0,1.609438,False
babbazeesbrain.blogspot.com,forbes.com,132.0,4.890349,False
d-day.blogspot.com,forbes.com,18.0,2.944439,False
djtechnocrat.blogspot.com,forbes.com,12.0,2.564949,False
evolvehappy.com,forbes.com,63.0,4.158883,False
angrybear.blogspot.com,forbes.com,19.0,2.995732,False
feeds.gawker.com,forbes.com,5.0,1.791759,False
classicalvalues.com,forbes.com,6.0,1.94591,False
cinie.wordpress.com,forbes.com,9.0,2.302585,False
commondreams.org,forbes.com,3.0,1.386294,False
dailykos.com,forbes.com,3.0,1.386294,False
blogs.zdnet.com,forbes.com,7.0,2.079442,False
capitalfax.blogspot.com,forbes.com,12.0,2.564949,False
cujo359.blogspot.com,forbes.com,8.0,2.197225,False
buckmire.blogspot.com,forbes.com,5.0,1.791759,False
firstread.msnbc.msn.com,forbes.com,2.0,1.098612,False
atlasshrugs2000.typepad.com,forbes.com,3.0,1.386294,False
edition.cnn.com,forbes.com,4.0,1.609438,False
blogs.wsj.com,forbes.com,4.0,1.609438,False
cbc.ca,forbes.com,2.0,1.098612,False
blog.wired.com,forbes.com,3.0,1.386294,False
circleof13.blogspot.com,forbes.com,4.0,1.609438,False
concurringopinions.com,forbes.com,7.0,2.079442,False
chron.com,forbes.com,2.0,1.098612,False
althouse.blogspot.com,forbes.com,6.0,1.94591,False
chacha.com,forbes.com,38.0,3.663562,False
cbsnews.com,forbes.com,3.0,1.386294,False
facebook.com,forbes.com,3.0,1.386294,False
amazon.com,forbes.com,12.0,2.564949,False
arstechnica.com,forbes.com,3.0,1.386294,False
en.wikipedia.org,forbes.com,9.0,2.302585,False
bloomberg.com,forum.dvdtalk.com,7.0,2.079442,False
blogs.zdnet.com,forum.dvdtalk.com,5.0,1.791759,False
boston.com,forum.dvdtalk.com,14.0,2.70805,False
dailymail.co.uk,forum.dvdtalk.com,47.0,3.871201,False
flickr.com,forum.dvdtalk.com,34.0,3.555348,False
atlasshrugs2000.typepad.com,forum.dvdtalk.com,2.0,1.098612,False
amazon.com,forum.dvdtalk.com,4956.0,8.508556,False
blogs.abcnews.com,forum.dvdtalk.com,6.0,1.94591,False
chicagotribune.com,forum.dvdtalk.com,3.0,1.386294,False
en.wikipedia.org,forum.dvdtalk.com,376.0,5.932245,False
commondreams.org,forum.dvdtalk.com,8.0,2.197225,False
eonline.com,forum.dvdtalk.com,10.0,2.397895,False
blog.wired.com,forum.dvdtalk.com,23.0,3.178054,False
apple.com,forum.dvdtalk.com,29.0,3.401197,False
forbes.com,forum.dvdtalk.com,10.0,2.397895,False
cnn.com,forum.dvdtalk.com,63.0,4.158883,False
cdc.gov,forum.dvdtalk.com,4.0,1.609438,False
breitbart.com,forum.dvdtalk.com,10.0,2.397895,False
edition.cnn.com,forum.dvdtalk.com,8.0,2.197225,False
cbsnews.com,forum.dvdtalk.com,18.0,2.944439,False
finance.yahoo.com,forum.dvdtalk.com,19.0,2.995732,False
arstechnica.com,forum.dvdtalk.com,22.0,3.135494,False
abcnews.go.com,forum.dvdtalk.com,31.0,3.465736,False
facebook.com,forum.dvdtalk.com,3.0,1.386294,False
engadget.com,forum.dvdtalk.com,6.0,1.94591,False
cbc.ca,forum.dvdtalk.com,2.0,1.098612,False
chron.com,forum.dvdtalk.com,10.0,2.397895,False
danceswithanxiety.blogspot.com,foxnews.com,9.0,2.302585,False
fivethirtyeight.com,foxnews.com,31.0,3.465736,False
feeds.gawker.com,foxnews.com,11.0,2.484907,False
downwithtyranny.blogspot.com,foxnews.com,32.0,3.496508,False
deadspin.com,foxnews.com,3.0,1.386294,False
blog.badtux.net,foxnews.com,4.0,1.609438,False
forbes.com,foxnews.com,2.0,1.098612,False
blogs.abcnews.com,foxnews.com,3.0,1.386294,False
dumpbachmann.blogspot.com,foxnews.com,19.0,2.995732,False
alterdestiny.blogspot.com,foxnews.com,3.0,1.386294,False
examiner.com,foxnews.com,7.0,2.079442,False
angrybear.blogspot.com,foxnews.com,16.0,2.833213,False
atlasshrugs2000.typepad.com,foxnews.com,23.0,3.178054,False
babbazeesbrain.blogspot.com,foxnews.com,233.0,5.455321,False
cinie.wordpress.com,foxnews.com,123.0,4.820282,False
blog.wired.com,foxnews.com,2.0,1.098612,False
digitalspy.co.uk,foxnews.com,9.0,2.302585,False
blogs.wsj.com,foxnews.com,2.0,1.098612,False
boston.com,foxnews.com,3.0,1.386294,False
commondreams.org,foxnews.com,4.0,1.609438,False
cbsnews.com,foxnews.com,7.0,2.079442,False
firstread.msnbc.msn.com,foxnews.com,4.0,1.609438,False
cujo359.blogspot.com,foxnews.com,4.0,1.609438,False
d-day.blogspot.com,foxnews.com,21.0,3.091042,False
althouse.blogspot.com,foxnews.com,11.0,2.484907,False
crooksandliars.com,foxnews.com,2.0,1.098612,False
capitalfax.blogspot.com,foxnews.com,68.0,4.234107,False
buckmire.blogspot.com,foxnews.com,2.0,1.098612,False
eonline.com,foxnews.com,28.0,3.367296,False
blog.openitstrategies.com,foxnews.com,3.0,1.386294,False
concurringopinions.com,foxnews.com,20.0,3.044522,False
chacha.com,foxnews.com,27.0,3.332205,False
forum.dvdtalk.com,foxnews.com,21.0,3.091042,False
conservapedia.com,foxnews.com,235.0,5.463832,False
cajunboyinthecity.blogspot.com,foxnews.com,7.0,2.079442,False
classicalvalues.com,foxnews.com,46.0,3.850148,False
dailykos.com,foxnews.com,5.0,1.791759,False
alternet.org,foxnews.com,7.0,2.079442,False
corner.nationalreview.com,foxnews.com,2.0,1.098612,False
djtechnocrat.blogspot.com,foxnews.com,49.0,3.912023,False
feeds.gothamistllc.com,foxnews.com,9.0,2.302585,False
circleof13.blogspot.com,foxnews.com,3.0,1.386294,False
cdc.gov,foxnews.com,2.0,1.098612,False
en.wikipedia.org,foxnews.com,2.0,1.098612,False
conservapedia.com,freerepublic.com,12.0,2.564949,False
alterdestiny.blogspot.com,freerepublic.com,2.0,1.098612,False
angrybear.blogspot.com,freerepublic.com,2.0,1.098612,False
downwithtyranny.blogspot.com,freerepublic.com,3.0,1.386294,False
chacha.com,freerepublic.com,6.0,1.94591,False
atlasshrugs2000.typepad.com,freerepublic.com,13.0,2.639057,False
cinie.wordpress.com,freerepublic.com,8.0,2.197225,False
capitalfax.blogspot.com,freerepublic.com,8.0,2.197225,False
blog.wired.com,freerepublic.com,3.0,1.386294,False
d-day.blogspot.com,freerepublic.com,5.0,1.791759,False
babbazeesbrain.blogspot.com,freerepublic.com,4.0,1.609438,False
blog.badtux.net,freerepublic.com,6.0,1.94591,False
dumpbachmann.blogspot.com,freerepublic.com,4.0,1.609438,False
classicalvalues.com,freerepublic.com,25.0,3.258097,False
feedproxy.google.com,freerepublic.com,2.0,1.098612,False
forbes.com,freerepublic.com,2.0,1.098612,False
abcnews.go.com,freerepublic.com,11.0,2.484907,False
blogs.abcnews.com,freerepublic.com,5.0,1.791759,False
chicagotribune.com,freerepublic.com,2.0,1.098612,False
businessweek.com,freerepublic.com,2.0,1.098612,False
bloomberg.com,freerepublic.com,7.0,2.079442,False
examiner.com,freerepublic.com,3.0,1.386294,False
amazon.com,freerepublic.com,16.0,2.833213,False
en.wikipedia.org,freerepublic.com,61.0,4.127134,False
cnn.com,freerepublic.com,9.0,2.302585,False
foxnews.com,freerepublic.com,30.0,3.433987,False
boston.com,freerepublic.com,2.0,1.098612,False
dailymail.co.uk,freerepublic.com,4.0,1.609438,False
corner.nationalreview.com,freerepublic.com,6.0,1.94591,False
cbsnews.com,freerepublic.com,4.0,1.609438,False
facebook.com,freerepublic.com,2.0,1.098612,False
breitbart.com,freerepublic.com,6.0,1.94591,False
finance.yahoo.com,freerepublic.com,2.0,1.098612,False
dailykos.com,freerepublic.com,2.0,1.098612,False
flickr.com,freerepublic.com,4.0,1.609438,False
cbc.ca,freerepublic.com,2.0,1.098612,False
cdc.gov,freerepublic.com,7.0,2.079442,False
blog.openitstrategies.com,ft.com,29.0,3.401197,False
circleof13.blogspot.com,ft.com,10.0,2.397895,False
businessweek.com,ft.com,11.0,2.484907,False
alterdestiny.blogspot.com,ft.com,3.0,1.386294,False
djtechnocrat.blogspot.com,ft.com,5.0,1.791759,False
capitalfax.blogspot.com,ft.com,3.0,1.386294,False
blogs.wsj.com,ft.com,22.0,3.135494,False
concurringopinions.com,ft.com,11.0,2.484907,False
atlasshrugs2000.typepad.com,ft.com,5.0,1.791759,False
feedproxy.google.com,ft.com,2.0,1.098612,False
alternet.org,ft.com,5.0,1.791759,False
babbazeesbrain.blogspot.com,ft.com,85.0,4.454347,False
classicalvalues.com,ft.com,7.0,2.079442,False
commondreams.org,ft.com,6.0,1.94591,False
evolvehappy.com,ft.com,7.0,2.079442,False
economist.com,ft.com,15.0,2.772589,False
d-day.blogspot.com,ft.com,11.0,2.484907,False
feeds.gothamistllc.com,ft.com,3.0,1.386294,False
digitalspy.co.uk,ft.com,38.0,3.663562,False
downwithtyranny.blogspot.com,ft.com,6.0,1.94591,False
cajunboyinthecity.blogspot.com,ft.com,6.0,1.94591,False
bbc.co.uk,ft.com,3.0,1.386294,False
firstread.msnbc.msn.com,ft.com,14.0,2.70805,False
feeds.gawker.com,ft.com,2.0,1.098612,False
angrybear.blogspot.com,ft.com,7.0,2.079442,False
atlasshrugs2000.typepad.com,gatesofvienna.blogspot.com,27.0,3.332205,False
classicalvalues.com,gatesofvienna.blogspot.com,4.0,1.609438,False
babbazeesbrain.blogspot.com,gatesofvienna.blogspot.com,4.0,1.609438,False
chron.com,gatesofvienna.blogspot.com,3.0,1.386294,False
ft.com,gatesofvienna.blogspot.com,2.0,1.098612,False
cbsnews.com,gatesofvienna.blogspot.com,3.0,1.386294,False
breitbart.com,gatesofvienna.blogspot.com,10.0,2.397895,False
foxnews.com,gatesofvienna.blogspot.com,25.0,3.258097,False
abcnews.go.com,gatesofvienna.blogspot.com,9.0,2.302585,False
edition.cnn.com,gatesofvienna.blogspot.com,2.0,1.098612,False
en.wikipedia.org,gatesofvienna.blogspot.com,215.0,5.375278,False
bloomberg.com,gatesofvienna.blogspot.com,5.0,1.791759,False
corner.nationalreview.com,gatesofvienna.blogspot.com,3.0,1.386294,False
blogger.com,gatesofvienna.blogspot.com,7.0,2.079442,False
chicagotribune.com,gatesofvienna.blogspot.com,2.0,1.098612,False
amazon.com,gatesofvienna.blogspot.com,149.0,5.010635,False
cnn.com,gatesofvienna.blogspot.com,12.0,2.564949,False
dailymail.co.uk,gatesofvienna.blogspot.com,32.0,3.496508,False
examiner.com,gatesofvienna.blogspot.com,2.0,1.098612,False
bbc.co.uk,gatesofvienna.blogspot.com,4.0,1.609438,False
freerepublic.com,gatesofvienna.blogspot.com,5.0,1.791759,False
boston.com,gatesofvienna.blogspot.com,4.0,1.609438,False
buckmire.blogspot.com,gawker.com,2.0,1.098612,False
crooksandliars.com,gawker.com,2.0,1.098612,False
cinie.wordpress.com,gawker.com,7.0,2.079442,False
d-day.blogspot.com,gawker.com,2.0,1.098612,False
circleof13.blogspot.com,gawker.com,2.0,1.098612,False
evolvehappy.com,gawker.com,2.0,1.098612,False
boston.com,gawker.com,59.0,4.094345,False
blog.badtux.net,gawker.com,4.0,1.609438,False
feeds.gawker.com,gawker.com,889.0,6.791221,False
deadspin.com,gawker.com,6.0,1.94591,False
blogs.wsj.com,gawker.com,11.0,2.484907,False
downwithtyranny.blogspot.com,gawker.com,2.0,1.098612,False
althouse.blogspot.com,gawker.com,8.0,2.197225,False
chacha.com,gawker.com,3.0,1.386294,False
feeds.gothamistllc.com,gawker.com,42.0,3.7612,False
cajunboyinthecity.blogspot.com,gawker.com,230.0,5.442418,False
forum.dvdtalk.com,gawker.com,7.0,2.079442,False
blogger.com,gawker.com,3.0,1.386294,False
chicagotribune.com,gawker.com,8.0,2.197225,False
firstread.msnbc.msn.com,gawker.com,6.0,1.94591,False
blogs.abcnews.com,gawker.com,17.0,2.890372,False
businessweek.com,gawker.com,24.0,3.218876,False
cbsnews.com,gawker.com,14.0,2.70805,False
ft.com,gawker.com,3.0,1.386294,False
bloomberg.com,gawker.com,16.0,2.833213,False
abcnews.go.com,gawker.com,61.0,4.127134,False
fivethirtyeight.com,gawker.com,7.0,2.079442,False
amazon.com,gawker.com,32.0,3.496508,False
cnn.com,gawker.com,22.0,3.135494,False
3.bp.blogspot.com,gawker.com,2.0,1.098612,False
forbes.com,gawker.com,26.0,3.295837,False
foxnews.com,gawker.com,44.0,3.806662,False
dailykos.com,gawker.com,5.0,1.791759,False
breitbart.com,gawker.com,36.0,3.610918,False
edition.cnn.com,gawker.com,13.0,2.639057,False
alternet.org,gawker.com,3.0,1.386294,False
en.wikipedia.org,gawker.com,161.0,5.087596,False
concurringopinions.com,gawker.com,4.0,1.609438,False
flickr.com,gawker.com,343.0,5.840642,False
arstechnica.com,gawker.com,6.0,1.94591,False
apple.com,gawker.com,4.0,1.609438,False
finance.yahoo.com,gawker.com,14.0,2.70805,False
corner.nationalreview.com,gawker.com,13.0,2.639057,False
eonline.com,gawker.com,27.0,3.332205,False
blog.wired.com,gawker.com,9.0,2.302585,False
blogs.zdnet.com,gawker.com,6.0,1.94591,False
dailymail.co.uk,gawker.com,62.0,4.143135,False
facebook.com,gawker.com,28.0,3.367296,False
djtechnocrat.blogspot.com,gizmodo.com,40.0,3.713572,False
evolvehappy.com,gizmodo.com,11.0,2.484907,False
gawker.com,gizmodo.com,12.0,2.564949,False
forum.dvdtalk.com,gizmodo.com,6.0,1.94591,False
feeds.gawker.com,gizmodo.com,326.0,5.78996,False
blog.wired.com,gizmodo.com,9.0,2.302585,False
feedproxy.google.com,gizmodo.com,3.0,1.386294,False
blog.openitstrategies.com,gizmodo.com,16.0,2.833213,False
concurringopinions.com,gizmodo.com,5.0,1.791759,False
freerepublic.com,gizmodo.com,2.0,1.098612,False
feeds.gothamistllc.com,gizmodo.com,6.0,1.94591,False
en.wikipedia.org,gizmodo.com,15.0,2.772589,False
arstechnica.com,gizmodo.com,10.0,2.397895,False
flickr.com,gizmodo.com,24.0,3.218876,False
blogs.zdnet.com,gizmodo.com,4.0,1.609438,False
businessweek.com,gizmodo.com,8.0,2.197225,False
engadget.com,gizmodo.com,33.0,3.526361,False
amazon.com,gizmodo.com,37.0,3.637586,False
dailymail.co.uk,gizmodo.com,3.0,1.386294,False
apple.com,gizmodo.com,5.0,1.791759,False
dumpbachmann.blogspot.com,google.com,31.0,3.465736,False
commondreams.org,google.com,7.0,2.079442,False
evolvehappy.com,google.com,10.0,2.397895,False
digitalspy.co.uk,google.com,191.0,5.257495,False
alternet.org,google.com,5.0,1.791759,False
economist.com,google.com,5.0,1.791759,False
gizmodo.com,google.com,2.0,1.098612,False
angrybear.blogspot.com,google.com,9.0,2.302585,False
blog.openitstrategies.com,google.com,63.0,4.158883,False
abcnews.go.com,google.com,5.0,1.791759,False
blog.badtux.net,google.com,11.0,2.484907,False
blog.wired.com,google.com,79.0,4.382027,False
chacha.com,google.com,440.0,6.089045,False
buckmire.blogspot.com,google.com,11.0,2.484907,False
danceswithanxiety.blogspot.com,google.com,40.0,3.713572,False
cbsnews.com,google.com,3.0,1.386294,False
